no_evenm,annee,DT_ACCDN,HR_ACCDN,CD_ETAT_VICTM,CD_MUNCP,CIVIC_NUMBER,STREET_TYPE,STREET OF ACCIDENT,STREET_DIR,INTERSECTION TYPE,INTERSECTION,INTERSECTION DIRECTION,Geocoding address,NB_MORT_C,NB_BLESE_GRAVE_C,NB_BLESE_LEGER_C,nb_veh_accdn_c,agecond_1,agecond_2,agecond_3,agecond_4,agecond_5,agecond_6,agecond_7,agecond_8
301260701080008,2007,1/8/2007,14:36,3,66023,,,QUEEN MARY,,,GATINEAU,," QUEEN MARY  &  GATINEAU , Montreal, QC",0,0,1,2,70,51,,,,,,
301260702010011,2007,2/1/2007,10:30,3,66023,,PL,PLACE DARLINGTON,,,DARLINGTON,,"PL PLACE DARLINGTON  &  DARLINGTON , Montreal, QC",0,0,1,1,52,,,,,,,
301260702040001,2007,2/4/2007,23:48,3,66023,,,COTE DES NEIGES,,,QUEEN MARY,," COTE DES NEIGES  &  QUEEN MARY , Montreal, QC",0,0,1,1,23,,,,,,,
301260702110003,2007,2/11/2007,14:45,3,66023,,,DARLINGTON,,,KENT,," DARLINGTON  &  KENT , Montreal, QC",0,0,1,1,,,,,,,,
301260702140010,2007,2/14/2007,17:35,3,66023,,,COTE DES NEIGES,,,LACOMBE,," COTE DES NEIGES  &  LACOMBE , Montreal, QC",0,0,1,1,55,,,,,,,
301260702250004,2007,2/25/2007,13:57,3,66023,2430,,ECKERS,,,WILDERTON,,"2430 ECKERS, Montreal, QC",0,0,1,1,39,,,,,,,
301260702260009,2007,2/26/2007,11:17,2,66023,,,VAN HORNE,,,DARLINGTON,," VAN HORNE  &  DARLINGTON , Montreal, QC",0,1,0,1,32,,,,,,,
301260702280001,2007,2/28/2007,7:45,3,66023,,,DECELLES,,,COTE STE CATHERINE,," DECELLES  &  COTE STE CATHERINE , Montreal, QC",0,0,1,1,43,,,,,,,
301260703250004,2007,3/25/2007,15:59,3,66023,3580,,BEDFORD,,,COTE DES NEIGES,,"3580 BEDFORD, Montreal, QC",0,0,1,1,27,,,,,,,
301260704050012,2007,4/5/2007,14:28,3,66023,,,COTE DES NEIGES,,,DE LA PELTRIE,," COTE DES NEIGES  &  DE LA PELTRIE , Montreal, QC",0,0,1,1,67,,,,,,,
301260704280006,2007,4/28/2007,20:45,3,66023,,,LACOMBE,,,DECELLES,," LACOMBE  &  DECELLES , Montreal, QC",0,0,1,1,41,,,,,,,
301260704290007,2007,4/29/2007,17:50,3,66023,,CH,COTE DES NEIGES,,AV,LINTON,,"CH COTE DES NEIGES  & AV LINTON , Montreal, QC",0,0,1,2,54,48,,,,,,
301260705060002,2007,5/6/2007,15:44,3,66023,,,DARLINGTON,,PL,PLACE DARLINGTON,," DARLINGTON  & PL PLACE DARLINGTON , Montreal, QC",0,0,1,1,42,,,,,,,
301260705070012,2007,5/7/2007,17:38,3,66023,,,WILDERTON,,,GOYER,," WILDERTON  &  GOYER , Montreal, QC",0,0,1,1,79,,,,,,,
301260705220004,2007,5/22/2007,8:30,3,66023,6655,,DE VIMY,,,,,"6655 DE VIMY, Montreal, QC",0,0,1,1,60,,,,,,,
301260705280007,2007,5/28/2007,14:19,2,66023,,,COTE DES NEIGES,,,DUPUIS,," COTE DES NEIGES  &  DUPUIS , Montreal, QC",0,1,0,1,55,,,,,,,
301260705290009,2007,5/29/2007,15:40,3,66023,,,DECELLES,,,LACOMBE,," DECELLES  &  LACOMBE , Montreal, QC",0,0,1,1,51,,,,,,,
301260706140010,2007,6/14/2007,16:43,3,66023,6825,,COTE DES NEIGES,,,BEDFORD,,"6825 COTE DES NEIGES, Montreal, QC",0,0,1,1,37,,,,,,,
301260706230006,2007,6/23/2007,12:35,3,66023,,,GATINEAU,,,COTE DES NEIGES,," GATINEAU  &  COTE DES NEIGES , Montreal, QC",0,0,1,2,26,,,,,,,
301260706300003,2007,6/30/2007,16:30,3,66023,2670,,GOYER,,,WILDERTON,,"2670 GOYER, Montreal, QC",0,0,1,1,37,,,,,,,
301260707050010,2007,7/5/2007,17:40,3,66023,3543,,VAN HORNE,,,,,"3543 VAN HORNE, Montreal, QC",0,0,1,1,40,,,,,,,
301260708140015,2007,8/14/2007,16:36,3,66023,,,COTE DES NEIGES,,,APPLETON,," COTE DES NEIGES  &  APPLETON , Montreal, QC",0,0,1,1,53,,,,,,,
301260708190001,2007,8/18/2007,23:20,3,66023,3250,,ELLENDALE,,,DE SOUART,,"3250 ELLENDALE, Montreal, QC",0,0,1,1,59,,,,,,,
301260708200004,2007,8/19/2007,21:30,3,66023,,,COTE DES NEIGES,,,COTE STE CATHERINE,," COTE DES NEIGES  &  COTE STE CATHERINE , Montreal, QC",0,0,1,1,,,,,,,,
301260708280012,2007,8/28/2007,18:00,3,66023,,,COTE DES NEIGES,,,DE LA PELTRIE,," COTE DES NEIGES  &  DE LA PELTRIE , Montreal, QC",0,0,1,1,50,,,,,,,
301260709240005,2007,9/24/2007,13:00,3,66023,,,VAN HORNE,,,DU BOISE,," VAN HORNE  &  DU BOISE , Montreal, QC",0,0,1,1,66,,,,,,,
301260710050003,2007,10/5/2007,8:35,3,66023,,,COTE STE CATHERINE,,,DARLINGTON,," COTE STE CATHERINE  &  DARLINGTON , Montreal, QC",0,0,2,1,,,,,,,,
301260710050003,2007,10/5/2007,8:35,3,66023,,,COTE STE CATHERINE,,,DARLINGTON,," COTE STE CATHERINE  &  DARLINGTON , Montreal, QC",0,0,2,1,,,,,,,,
301260710110004,2007,10/5/2007,10:00,3,66023,5405,,COTE DES NEIGES,,,LACOMBE,,"5405 COTE DES NEIGES, Montreal, QC",0,0,1,1,27,,,,,,,
301260710160011,2007,10/16/2007,15:25,3,66023,,,COTE DES NEIGES,,,VAN HORNE,," COTE DES NEIGES  &  VAN HORNE , Montreal, QC",0,0,1,1,42,,,,,,,
301260710170005,2007,10/17/2007,12:54,3,66023,,,BARCLAY,,,COTE DES NEIGES,," BARCLAY  &  COTE DES NEIGES , Montreal, QC",0,0,1,1,49,,,,,,,
301260710290007,2007,10/29/2007,15:50,3,66023,3175,,COTE STE CATHERINE,,,,,"3175 COTE STE CATHERINE, Montreal, QC",0,0,1,1,50,,,,,,,
301260711080012,2007,11/8/2007,19:39,3,66023,3539,,LACOMBE,,,,,"3539 LACOMBE, Montreal, QC",0,0,1,1,,,,,,,,
301260711090015,2007,11/9/2007,17:15,3,66023,,,VAN HORNE,,,DARLINGTON,," VAN HORNE  &  DARLINGTON , Montreal, QC",0,0,1,1,,,,,,,,
301260711120019,2007,11/12/2007,,3,66023,,,QUEEN MARY,,,COTE DES NEIGES,," QUEEN MARY  &  COTE DES NEIGES , Montreal, QC",0,0,1,1,,,,,,,,
301260711180023,2007,11/18/2007,18:27,3,66023,,,VAN HORNE,,,COTE DES NEIGES,," VAN HORNE  &  COTE DES NEIGES , Montreal, QC",0,0,1,1,48,,,,,,,
301260711190004,2007,11/19/2007,8:07,3,66023,,,VAN HORNE,,,LEGARE,," VAN HORNE  &  LEGARE , Montreal, QC",0,0,1,1,63,,,,,,,
301260711210004,2007,11/21/2007,8:02,3,66023,,CH,QUEEN MARY,,,MACDONALD,,"CH QUEEN MARY  &  MACDONALD , Montreal, QC",0,0,1,1,48,,,,,,,
301260711230007,2007,11/21/2007,21:05,3,66023,,,DECELLES,,,EDOUARD MONTPETIT,," DECELLES  &  EDOUARD MONTPETIT , Montreal, QC",0,0,1,1,,,,,,,,
301260711250016,2007,11/25/2007,20:20,3,66023,,,DECARIE,,,DUPUIS,," DECARIE  &  DUPUIS , Montreal, QC",0,0,1,1,22,,,,,,,
301260711260029,2007,11/26/2007,16:29,3,66023,4837,,VEZINA,,,VICTORIA,,"4837 VEZINA, Montreal, QC",0,0,1,1,,,,,,,,
301260712030019,2007,12/3/2007,14:30,3,66023,4939,,EARNSCLIFFE,,,SNOWDON,,"4939 EARNSCLIFFE, Montreal, QC",0,0,1,2,48,,,,,,,
301260712070013,2007,12/5/2007,9:15,3,66023,,,LINTON,,,LEGARE,," LINTON  &  LEGARE , Montreal, QC",0,0,1,1,39,,,,,,,
301260712120026,2007,12/12/2007,15:00,3,66023,,CH,QUEEN MARY,,,LEMIEUX,,"CH QUEEN MARY  &  LEMIEUX , Montreal, QC",0,0,1,1,,,,,,,,
301260712130001,2007,12/13/2007,7:50,3,66023,,,COTE STE CATHERINE,,,LEGARE,," COTE STE CATHERINE  &  LEGARE , Montreal, QC",0,0,2,1,29,,,,,,,
301260712130001,2007,12/13/2007,7:50,3,66023,,,COTE STE CATHERINE,,,LEGARE,," COTE STE CATHERINE  &  LEGARE , Montreal, QC",0,0,2,1,29,,,,,,,
301260712140012,2007,12/14/2007,14:10,3,66023,,,DECELLES,,,GOYER,," DECELLES  &  GOYER , Montreal, QC",0,0,1,1,71,,,,,,,
301260712140022,2007,12/14/2007,20:55,3,66023,,,VICTORIA,,,MACKENZIE,," VICTORIA  &  MACKENZIE , Montreal, QC",0,0,1,1,29,,,,,,,
301260712180009,2007,12/18/2007,13:54,3,66023,5255,,JEAN TALON,,,DECARIE,,"5255 JEAN TALON, Montreal, QC",0,0,1,3,39,29,,,,,,
301260712200015,2007,12/20/2007,13:09,3,66023,4810,,JEAN TALON,,,VICTORIA,,"4810 JEAN TALON, Montreal, QC",0,0,1,1,42,,,,,,,
301260712260012,2007,12/26/2007,13:20,3,66023,,,COTE STE CATHERINE,,,LAVOIE,," COTE STE CATHERINE  &  LAVOIE , Montreal, QC",0,0,1,1,48,,,,,,,
301260712270006,2007,12/27/2007,12:30,3,66023,6700,,COTE DES NEIGES,,,,,"6700 COTE DES NEIGES, Montreal, QC",0,0,1,1,,,,,,,,
301270701160011,2007,1/16/2007,17:56,3,66023,555,,GOUIN,O,,,,"555 GOUIN, Montreal, QC",0,0,1,1,58,,,,,,,
301270701180010,2007,1/18/2007,12:35,3,66023,,,BERRI,,,EMILE JOURNAULT,," BERRI  &  EMILE JOURNAULT , Montreal, QC",0,0,1,1,68,,,,,,,
301270701310014,2007,1/31/2007,18:24,3,66023,,,BERRI,,,LOUVAIN,," BERRI  &  LOUVAIN , Montreal, QC",0,0,1,1,51,,,,,,,
301270702010010,2007,2/1/2007,12:40,3,66023,,,HENRI BOURASSA,,,LAVERDURE,," HENRI BOURASSA  &  LAVERDURE , Montreal, QC",0,0,2,2,27,20,,,,,,
301270702080001,2007,2/8/2007,7:22,3,66023,,,ST LAURENT,,,PORT ROYAL,," ST LAURENT  &  PORT ROYAL , Montreal, QC",0,0,1,1,44,,,,,,,
301270702090003,2007,2/9/2007,7:22,3,66023,,BD,HENRI BOURASSA,,,BERRI,,"BD HENRI BOURASSA  &  BERRI , Montreal, QC",0,0,1,1,53,,,,,,,
301270702090013,2007,2/9/2007,19:35,2,66023,,,FLEURY,,,LAJEUNESSE,," FLEURY  &  LAJEUNESSE , Montreal, QC",0,1,0,1,47,,,,,,,
301270702140018,2007,2/14/2007,,3,66023,,,BERRI,,,SAUVE,," BERRI  &  SAUVE , Montreal, QC",0,0,1,1,52,,,,,,,
301270702230008,2007,2/23/2007,13:35,3,66023,10794,,LAJEUNESSE,,,GOUIN,,"10794 LAJEUNESSE, Montreal, QC",0,0,1,1,21,,,,,,,
301270703080014,2007,3/8/2007,17:10,3,66023,,,CHABANEL,,,MEILLEUR,," CHABANEL  &  MEILLEUR , Montreal, QC",0,0,4,1,35,,,,,,,
301270703080014,2007,3/8/2007,17:10,3,66023,,,CHABANEL,,,MEILLEUR,," CHABANEL  &  MEILLEUR , Montreal, QC",0,0,4,1,35,,,,,,,
301270703080014,2007,3/8/2007,17:10,3,66023,,,CHABANEL,,,MEILLEUR,," CHABANEL  &  MEILLEUR , Montreal, QC",0,0,4,1,35,,,,,,,
301270703080014,2007,3/8/2007,17:10,3,66023,,,CHABANEL,,,MEILLEUR,," CHABANEL  &  MEILLEUR , Montreal, QC",0,0,4,1,35,,,,,,,
301270703150009,2007,3/15/2007,14:35,3,66023,,,GOUIN,,,TOLHURST,," GOUIN  &  TOLHURST , Montreal, QC",0,0,1,1,32,,,,,,,
301270703250005,2007,3/25/2007,16:50,3,66023,520,,FLEURY,E,,BERRI,,"520 FLEURY, Montreal, QC",0,0,1,1,47,,,,,,,
301270704170011,2007,4/17/2007,18:10,3,66023,10410,,LAJEUNESSE,,,,,"10410 LAJEUNESSE, Montreal, QC",0,0,1,1,37,,,,,,,
301270705230007,2007,5/23/2007,13:30,3,66023,8845,,ST LAURENT,,,BEAUHARNOIS,,"8845 ST LAURENT, Montreal, QC",0,0,1,1,24,,,,,,,
301270706080002,2007,6/8/2007,8:07,3,66023,,,FLEURY,,,TOLHURST,," FLEURY  &  TOLHURST , Montreal, QC",0,0,1,1,35,,,,,,,
301270706090018,2007,6/9/2007,18:45,3,66023,,,LEGENDRE,,,ST LAURENT,," LEGENDRE  &  ST LAURENT , Montreal, QC",0,0,1,1,78,,,,,,,
301270706130011,2007,6/13/2007,17:45,3,66023,,,HENRI BOURASSA,,,CLARK,," HENRI BOURASSA  &  CLARK , Montreal, QC",0,0,1,1,36,,,,,,,
301270706160004,2007,6/16/2007,10:30,3,66023,,,EMILE JOURNAULT,,,ST DENIS,," EMILE JOURNAULT  &  ST DENIS , Montreal, QC",0,0,1,1,20,,,,,,,
301270706240002,2007,6/24/2007,0:31,3,66023,,,MILLEN,,,GOUIN,," MILLEN  &  GOUIN , Montreal, QC",0,0,2,1,18,,,,,,,
301270706270006,2007,6/27/2007,6:40,3,66023,,,ST LAURENT,,,FLEURY,," ST LAURENT  &  FLEURY , Montreal, QC",0,0,1,1,56,,,,,,,
301270707260007,2007,7/26/2007,9:20,3,66023,9485,,ST LAURENT,,,,,"9485 ST LAURENT, Montreal, QC",0,0,1,1,50,,,,,,,
301270708070019,2007,8/7/2007,21:33,2,66023,9166,,LAJEUNESSE,,,LEGENDRE,,"9166 LAJEUNESSE, Montreal, QC",0,1,0,1,37,,,,,,,
301270708200010,2007,8/20/2007,12:30,3,66023,8860,,ESPLANADE,,,,,"8860 ESPLANADE, Montreal, QC",0,0,1,1,27,,,,,,,
301270708220013,2007,8/22/2007,21:07,1,66023,,,SAUVE,,,WAVERLY,," SAUVE  &  WAVERLY , Montreal, QC",1,0,0,1,19,,,,,,,
301270709060024,2007,9/6/2007,22:25,2,66023,,,HENRI BOURASSA,,,LAJEUNESSE,," HENRI BOURASSA  &  LAJEUNESSE , Montreal, QC",0,1,0,1,54,,,,,,,
301270709070011,2007,9/7/2007,16:46,3,66023,,,HENRI BOURASSA,,,MILLEN,," HENRI BOURASSA  &  MILLEN , Montreal, QC",0,0,3,1,24,,,,,,,
301270709070011,2007,9/7/2007,16:46,3,66023,,,HENRI BOURASSA,,,MILLEN,," HENRI BOURASSA  &  MILLEN , Montreal, QC",0,0,3,1,24,,,,,,,
301270709070011,2007,9/7/2007,16:46,3,66023,,,HENRI BOURASSA,,,MILLEN,," HENRI BOURASSA  &  MILLEN , Montreal, QC",0,0,3,1,24,,,,,,,
301270709080007,2007,9/8/2007,16:39,2,66023,,,LAJEUNESSE,,,LEGENDRE,," LAJEUNESSE  &  LEGENDRE , Montreal, QC",0,2,2,2,41,42,,,,,,
301270709080007,2007,9/8/2007,16:39,2,66023,,,LAJEUNESSE,,,LEGENDRE,," LAJEUNESSE  &  LEGENDRE , Montreal, QC",0,2,2,2,41,42,,,,,,
301270709120015,2007,9/12/2007,16:55,3,66023,,,HENRI BOURASSA,,,CLARK,," HENRI BOURASSA  &  CLARK , Montreal, QC",0,0,1,1,79,,,,,,,
301270710100002,2007,10/10/2007,8:25,3,66023,,,SAUVE,,,LAVERDURE,," SAUVE  &  LAVERDURE , Montreal, QC",0,0,1,1,76,,,,,,,
301270710110021,2007,10/11/2007,23:00,2,66023,,,ST LAURENT,,,SAUVE,," ST LAURENT  &  SAUVE , Montreal, QC",0,1,1,1,41,,,,,,,
301270710160005,2007,10/14/2007,22:30,3,66023,,,CLARK,,,CREMAZIE,," CLARK  &  CREMAZIE , Montreal, QC",0,0,1,1,,,,,,,,
301270710240012,2007,10/24/2007,14:00,3,66023,,,LAJEUNESSE,,,LEGENDRE,," LAJEUNESSE  &  LEGENDRE , Montreal, QC",0,0,1,1,64,,,,,,,
301270711020011,2007,11/2/2007,15:30,3,66023,,,ST LAURENT,,,CHABANEL,," ST LAURENT  &  CHABANEL , Montreal, QC",0,0,1,2,,26,,,,,,
301270711220018,2007,11/22/2007,16:25,3,66023,555,,GOUIN,O,,NORWOOD,,"555 GOUIN, Montreal, QC",0,0,1,1,43,,,,,,,
301270711290004,2007,11/29/2007,8:30,3,66023,,,HENRI BOURASSA,E,,CHAMBORD,," HENRI BOURASSA E &  CHAMBORD , Montreal, QC",0,0,1,1,66,,,,,,,
301270711300026,2007,11/30/2007,16:30,3,66023,,,ST LAURENT,,,FLEURY,," ST LAURENT  &  FLEURY , Montreal, QC",0,0,1,1,27,,,,,,,
301270712100025,2007,12/10/2007,17:14,3,66023,,,ST LAURENT,,,LEGENDRE,," ST LAURENT  &  LEGENDRE , Montreal, QC",0,0,1,1,57,,,,,,,
301270712200017,2007,12/20/2007,15:55,2,66023,,,HENRI BOURASSA,,,BERRI,," HENRI BOURASSA  &  BERRI , Montreal, QC",0,1,0,1,41,,,,,,,
301270712230007,2007,12/23/2007,16:47,3,66023,,,CHABANEL,,,REIMS,," CHABANEL  &  REIMS , Montreal, QC",0,0,1,1,37,,,,,,,
301270712300004,2007,12/30/2007,10:20,3,66023,,,PAPINEAU,,,SAURIOL,," PAPINEAU  &  SAURIOL , Montreal, QC",0,0,1,1,59,,,,,,,
301280701260001,2007,1/26/2007,6:00,3,66023,,,HENRI BOURASSA,,,FRANCIS,," HENRI BOURASSA  &  FRANCIS , Montreal, QC",0,0,1,1,58,,,,,,,
301280702090012,2007,2/9/2007,17:41,1,66023,,,HENRI BOURASSA,,,ST FIRMIN,," HENRI BOURASSA  &  ST FIRMIN , Montreal, QC",1,0,0,1,51,,,,,,,
301280702190008,2007,2/19/2007,15:21,3,66023,,,PRIEUR,,,CHRISTOPHE COLOMB,," PRIEUR  &  CHRISTOPHE COLOMB , Montreal, QC",0,0,1,1,29,,,,,,,
301280702220023,2007,2/22/2007,20:45,3,66023,,,HENRI BOURASSA,,,PAPINEAU,," HENRI BOURASSA  &  PAPINEAU , Montreal, QC",0,0,1,1,43,,,,,,,
301280703060003,2007,3/6/2007,10:45,3,66023,9337,,JOSEPH MELANCON,,,OLIVIER MAURANT,,"9337 JOSEPH MELANCON, Montreal, QC",0,0,1,1,24,,,,,,,
301280703230001,2007,3/23/2007,9:05,3,66023,,,HENRI BOURASSA,,,CUROTTE,," HENRI BOURASSA  &  CUROTTE , Montreal, QC",0,0,1,2,36,,,,,,,
301280705010015,2007,5/1/2007,16:30,3,66023,,,HENRI BOURASSA,,,BRUCHESI,," HENRI BOURASSA  &  BRUCHESI , Montreal, QC",0,0,1,1,78,,,,,,,
301280705110018,2007,5/11/2007,18:25,3,66023,,,LILLE,,,PORT ROYAL,," LILLE  &  PORT ROYAL , Montreal, QC",0,0,1,2,,31,,,,,,
301280705300008,2007,5/30/2007,13:55,3,66023,,,ANDRE GRASSET,,,LEGENDRE,," ANDRE GRASSET  &  LEGENDRE , Montreal, QC",0,0,1,1,18,,,,,,,
301280706030011,2007,6/3/2007,12:00,3,66023,,,SAUVE,,,HAMELIN,," SAUVE  &  HAMELIN , Montreal, QC",0,0,1,1,68,,,,,,,
301280706030012,2007,6/3/2007,12:05,3,66023,,,SAUVE,,,ST FIRMIN,," SAUVE  &  ST FIRMIN , Montreal, QC",0,0,1,1,68,,,,,,,
301280707310002,2007,7/31/2007,0:30,3,66023,1190,,HENRI BOURASSA,,,GEORGES BARIL,,"1190 HENRI BOURASSA, Montreal, QC",0,0,1,1,,,,,,,,
301280708040003,2007,8/4/2007,9:00,3,66023,1600,,LEGENDRE,,,,,"1600 LEGENDRE, Montreal, QC",0,0,1,1,66,,,,,,,
301280708210009,2007,8/21/2007,17:00,2,66023,,,EMILE YELLE,,,ANDRE GRASSET,," EMILE YELLE  &  ANDRE GRASSET , Montreal, QC",0,1,0,1,,,,,,,,
301280709120014,2007,9/12/2007,16:57,3,66023,,,FLEURY,,,CARTIER,," FLEURY  &  CARTIER , Montreal, QC",0,0,1,1,56,,,,,,,
301280709230004,2007,9/23/2007,12:55,3,66023,10625,,FRANCIS,,,HENRI BOURASSA,,"10625 FRANCIS, Montreal, QC",0,0,1,1,39,,,,,,,
301280709230006,2007,9/23/2007,,3,66023,1955,,SAUVE,,,CHARTON,,"1955 SAUVE, Montreal, QC",0,0,1,1,67,,,,,,,
301280709270009,2007,9/27/2007,15:40,2,66023,,,LEGENDRE,,,CHRISTOPHE COLOMB,," LEGENDRE  &  CHRISTOPHE COLOMB , Montreal, QC",0,1,0,1,61,,,,,,,
301280709280019,2007,9/28/2007,18:00,3,66023,,,SAURIOL,,,MARQUETTE,," SAURIOL  &  MARQUETTE , Montreal, QC",0,0,1,1,54,,,,,,,
301280710020016,2007,10/2/2007,19:45,3,66023,,,SAUVE,,,CHRISTOPHE COLOMB,," SAUVE  &  CHRISTOPHE COLOMB , Montreal, QC",0,0,1,1,49,,,,,,,
301280710050011,2007,10/5/2007,17:06,3,66023,,,SAUVE,,,CUROTTE,," SAUVE  &  CUROTTE , Montreal, QC",0,0,1,1,37,,,,,,,
301280710170011,2007,10/17/2007,20:35,2,66023,,,H BOURASSA,,,PARTHENAIS,," H BOURASSA  &  PARTHENAIS , Montreal, QC",0,1,0,1,33,,,,,,,
301280710180022,2007,10/18/2007,19:03,3,66023,,,FLEURY,,,LILLE,," FLEURY  &  LILLE , Montreal, QC",0,0,1,1,,,,,,,,
301280710260007,2007,10/26/2007,8:00,3,66023,,,CHRISTOPHE COLOMB,,,CREMAZIE,," CHRISTOPHE COLOMB  &  CREMAZIE , Montreal, QC",0,0,1,1,,,,,,,,
301280711010002,2007,11/1/2007,8:00,3,66023,,,PAPINEAU,,,SAURIOL,," PAPINEAU  &  SAURIOL , Montreal, QC",0,0,1,1,61,,,,,,,
301280711010005,2007,11/1/2007,10:50,3,66023,,,DE LORIMIER,,,SAUVE,," DE LORIMIER  &  SAUVE , Montreal, QC",0,0,1,1,68,,,,,,,
301280711050004,2007,11/5/2007,9:24,3,66023,,,HENRI BOURASSA,E,,CHRISTOPHE COLOMB,," HENRI BOURASSA E &  CHRISTOPHE COLOMB , Montreal, QC",0,0,1,1,22,,,,,,,
301280711060008,2007,11/1/2007,7:45,3,66023,,,GEORGES BARIL,,,SAURIOL,," GEORGES BARIL  &  SAURIOL , Montreal, QC",0,0,1,1,41,,,,,,,
301300701020005,2007,1/2/2007,15:17,2,66023,,,JARRY,,,PIE IX,," JARRY  &  PIE IX , Montreal, QC",0,1,0,2,73,52,,,,,,
301300701080013,2007,1/8/2007,20:15,3,66023,,,PIE IX,,,ROBERT,," PIE IX  &  ROBERT , Montreal, QC",0,0,1,1,60,,,,,,,
301300701100018,2007,1/10/2007,16:29,3,66023,,,ST MICHEL,,,EMILE JOURNAULT,," ST MICHEL  &  EMILE JOURNAULT , Montreal, QC",0,0,1,1,60,,,,,,,
301300701140012,2007,1/14/2007,14:53,3,66023,,BD,PIE IX,,,D'HERELLE,,"BD PIE IX  &  D'HERELLE , Montreal, QC",0,0,1,2,79,32,,,,,,
301300701150015,2007,1/15/2007,16:45,3,66023,,,CREMAZIE,,,6E AV,," CREMAZIE  &  6E AV , Montreal, QC",0,0,1,1,39,,,,,,,
301300701200001,2007,1/19/2007,18:30,3,66023,,,JEAN TALON,,,PIE IX,," JEAN TALON  &  PIE IX , Montreal, QC",0,0,1,1,,,,,,,,
301300701240004,2007,1/24/2007,11:22,3,66023,,,JEAN TALON,,,PIE IX,," JEAN TALON  &  PIE IX , Montreal, QC",0,0,1,1,60,,,,,,,
301300701290022,2007,1/29/2007,20:35,3,66023,7923,,21E AV,,,CREMAZIE,E,"7923 21E AV, Montreal, QC",0,0,1,1,21,,,,,,,
301300702190004,2007,2/19/2007,7:18,3,66023,,,PIE IX,,,39E RUE,," PIE IX  &  39E RUE , Montreal, QC",0,0,1,1,53,,,,,,,
301300702220015,2007,2/22/2007,19:15,3,66023,,,IBERVILLE,,,JEAN TALON,," IBERVILLE  &  JEAN TALON , Montreal, QC",0,0,1,1,46,,,,,,,
301300702230015,2007,2/23/2007,18:15,3,66023,,,PIE IX,,,JARRY,," PIE IX  &  JARRY , Montreal, QC",0,0,1,1,72,,,,,,,
301300702270010,2007,2/27/2007,12:45,3,66023,,,ST MICHEL,,,JEAN TALON,," ST MICHEL  &  JEAN TALON , Montreal, QC",0,0,1,1,,,,,,,,
301300703010007,2007,1/28/2007,7:20,3,66023,,,12E AV,,,STE LUCIE,," 12E AV  &  STE LUCIE , Montreal, QC",0,0,1,1,32,,,,,,,
301300703020004,2007,3/2/2007,7:20,3,66023,,,JARRY,,,PIE IX,," JARRY  &  PIE IX , Montreal, QC",0,0,1,1,41,,,,,,,
301300703290005,2007,3/28/2007,17:25,2,66023,8305,,PAPINEAU,,,,,"8305 PAPINEAU, Montreal, QC",0,1,0,1,46,,,,,,,
301300703310011,2007,3/31/2007,13:55,3,66023,,,DES GRANDES PRAIRIES,,,24E AV,," DES GRANDES PRAIRIES  &  24E AV , Montreal, QC",0,0,1,1,30,,,,,,,
301300704040018,2007,4/4/2007,17:00,3,66023,,,BELAIR,,,PIE IX,," BELAIR  &  PIE IX , Montreal, QC",0,0,1,1,60,,,,,,,
301300704050015,2007,4/5/2007,16:55,3,66023,8470,,25E AV,,,ROBERT,,"8470 25E AV, Montreal, QC",0,0,1,1,30,,,,,,,
301300704160011,2007,4/16/2007,12:15,3,66023,,,CREMAZIE,,,SHELLEY,," CREMAZIE  &  SHELLEY , Montreal, QC",0,0,1,1,,,,,,,,
301300704210020,2007,4/21/2007,22:00,3,66023,,,12E AV,,,STE LUCIE,," 12E AV  &  STE LUCIE , Montreal, QC",0,0,1,1,,,,,,,,
301300704240027,2007,4/24/2007,8:15,3,66023,,,IBERVILLE,S,,VILLERAY,," IBERVILLE S &  VILLERAY , Montreal, QC",0,0,1,1,77,,,,,,,
301300704280001,2007,4/28/2007,0:25,3,66023,,,ST MICHEL,,,JEAN TALON,," ST MICHEL  &  JEAN TALON , Montreal, QC",0,0,1,1,40,,,,,,,
301300705010006,2007,5/1/2007,11:15,3,66023,,,PIE IX,,,JEAN TALON,," PIE IX  &  JEAN TALON , Montreal, QC",0,0,1,1,85,,,,,,,
301300705030013,2007,5/3/2007,12:42,3,66023,7187,,2E AV,,,JEAN TALON,,"7187 2E AV, Montreal, QC",0,0,1,1,23,,,,,,,
301300705050011,2007,5/5/2007,12:35,3,66023,,,JARRY,,,PIE IX,," JARRY  &  PIE IX , Montreal, QC",0,0,1,1,81,,,,,,,
301300705140021,2007,5/14/2007,17:57,3,66023,8018,,13E AV,,,JARRY,,"8018 13E AV, Montreal, QC",0,0,1,1,45,,,,,,,
301300706050002,2007,6/5/2007,0:45,3,66023,,BD,ST MICHEL,,,SHAUGHNESSY,,"BD ST MICHEL  &  SHAUGHNESSY , Montreal, QC",0,0,2,1,23,,,,,,,
301300706260029,2007,6/25/2007,23:30,3,66023,,,JARRY,,,23E AV,," JARRY  &  23E AV , Montreal, QC",0,0,1,1,60,,,,,,,
301300706290007,2007,6/29/2007,14:23,3,66023,7124,,19E AV,,,BELAIR,,"7124 19E AV, Montreal, QC",0,0,1,1,32,,,,,,,
301300707030016,2007,7/3/2007,19:15,3,66023,1645,,ST MICHEL,,,VILLERAY,,"1645 ST MICHEL, Montreal, QC",0,0,1,1,28,,,,,,,
