ID,Year,Date,Time,Date and time,Civic number,Street of accident,Street direction,Corner street,Corner street direction,Intersections,Duplicate count,Geocoding address
2094,2008,9/22/08,12:45,9/22/08 12:45,,BEAUBIEN,,DES ECORES,,DES ECORES & BEAUBIEN,1,"DES ECORES & BEAUBIEN, Montreal, Canada"
2095,2008,9/22/08,16:49,9/22/08 16:49,,VIAU,,NOTRE DAME,,VIAU & NOTRE DAME,1,"VIAU & NOTRE DAME, Montreal, Canada"
2096,2008,9/22/08,17:00,9/22/08 17:00,,CHAMPLAIN,,LOGAN,,LOGAN & CHAMPLAIN,1,"LOGAN & CHAMPLAIN, Montreal, Canada"
2097,2008,9/22/08,17:48,9/22/08 17:48,,GALT,,CHAMPLAIN,,GALT & CHAMPLAIN,2,"GALT & CHAMPLAIN, Montreal, Canada"
2098,2008,9/22/08,20:23,9/22/08 20:23,,DE MAISONNEUVE,,UNION,,UNION & DE MAISONNEUVE,2,"UNION & DE MAISONNEUVE, Montreal, Canada"
2099,2008,9/23/08,17:10,9/23/08 17:10,1400,RENE LEVESQUE,,,,,1,"1400 RENE LEVESQUE , Montreal, Canada"
2100,2008,9/24/08,12:05,9/24/08 12:05,12066,STE GERTRUDE,,,,,1,"12066 STE GERTRUDE , Montreal, Canada"
2101,2008,9/24/08,14:14,9/24/08 14:14,,VICTORIA,,10E AV,,VICTORIA & 10E AV,3,"VICTORIA & 10E AV, Montreal, Canada"
2102,2008,9/24/08,16:31,9/24/08 16:31,,JEAN RIVARD,,23E AV,,JEAN RIVARD & 23E AV,1,"JEAN RIVARD & 23E AV, Montreal, Canada"
2103,2008,9/24/08,16:40,9/24/08 16:40,,BELLECHASSE,,DE LA ROCHE,,DE LA ROCHE & BELLECHASSE,1,"DE LA ROCHE & BELLECHASSE, Montreal, Canada"
2104,2008,9/25/08,2:30,9/25/08 2:30,,DE L'EGLISE,,VERENDRYE,,VERENDRYE & DE L'EGLISE,1,"VERENDRYE & DE L'EGLISE, Montreal, Canada"
2105,2008,9/25/08,7:10,9/25/08 7:10,,DE MAISONNEUVE,O,GUY,,GUY & DE MAISONNEUVE,6,"GUY & DE MAISONNEUVE, Montreal, Canada"
2106,2008,9/25/08,11:13,9/25/08 11:13,,ALEXIS NIHON,,DE L'EGLISE,,DE L'EGLISE & ALEXIS NIHON,2,"DE L'EGLISE & ALEXIS NIHON, Montreal, Canada"
2107,2008,9/25/08,12:50,9/25/08 12:50,,CREMAZIE,,PAPINEAU,,PAPINEAU & CREMAZIE,1,"PAPINEAU & CREMAZIE, Montreal, Canada"
2108,2008,9/25/08,16:00,9/25/08 16:00,,PAPINEAU,,DE MAISONNEUVE,,PAPINEAU & DE MAISONNEUVE,7,"PAPINEAU & DE MAISONNEUVE, Montreal, Canada"
2109,2008,9/25/08,17:17,9/25/08 17:17,,STEPHENS,,CHAMPLAIN,,STEPHENS & CHAMPLAIN,6,"STEPHENS & CHAMPLAIN, Montreal, Canada"
2110,2008,9/26/08,14:40,9/26/08 14:40,,ST LAURENT,,PRIEUR,,ST LAURENT & PRIEUR,4,"ST LAURENT & PRIEUR, Montreal, Canada"
2111,2008,9/27/08,1:10,9/27/08 1:10,,DE LORIMIER,,ONTARIO,,ONTARIO & DE LORIMIER,1,"ONTARIO & DE LORIMIER, Montreal, Canada"
2112,2008,9/27/08,3:24,9/27/08 3:24,,ST DENIS,,ROSEMONT,,ST DENIS & ROSEMONT,4,"ST DENIS & ROSEMONT, Montreal, Canada"
2113,2008,9/27/08,21:30,9/27/08 21:30,,RENE LEVESQUE,,ST HUBERT,,ST HUBERT & RENE LEVESQUE,3,"ST HUBERT & RENE LEVESQUE, Montreal, Canada"
2114,2008,9/27/08,21:54,9/27/08 21:54,,ATWATER,,ST AMBROISE,,ST AMBROISE & ATWATER,2,"ST AMBROISE & ATWATER, Montreal, Canada"
2115,2008,9/27/08,22:15,9/27/08 22:15,,SHERBROOKE,,BOURBONNIERE,,SHERBROOKE & BOURBONNIERE,1,"SHERBROOKE & BOURBONNIERE, Montreal, Canada"
2116,2008,9/28/08,11:25,9/28/08 11:25,3781,DES SOURCES,,HUMAN,,HUMAN & DES SOURCES,1,"3781 DES SOURCES , Montreal, Canada"
2117,2008,9/28/08,18:15,9/28/08 18:15,12327,6E AV,,,,,1,"12327 6E AV , Montreal, Canada"
2118,2008,9/29/08,10:24,9/29/08 10:24,,DE MAISONNEUVE,E,SANGUINET,,SANGUINET & DE MAISONNEUVE,1,"SANGUINET & DE MAISONNEUVE, Montreal, Canada"
2119,2008,9/29/08,13:40,9/29/08 13:40,,DECARIE,,PLAMONDON,,PLAMONDON & DECARIE,3,"PLAMONDON & DECARIE, Montreal, Canada"
2120,2008,9/29/08,16:15,9/29/08 16:15,,SHERBROOKE,,HINGSTON,,SHERBROOKE & HINGSTON,2,"SHERBROOKE & HINGSTON, Montreal, Canada"
2121,2008,9/29/08,17:31,9/29/08 17:31,3475,DE LA MONTAGNE,,,,,1,"3475 DE LA MONTAGNE , Montreal, Canada"
2122,2008,9/30/08,8:00,9/30/08 8:00,,CHRISTOPHE COLOMB,,VILLERAY,,VILLERAY & CHRISTOPHE COLOMB,5,"VILLERAY & CHRISTOPHE COLOMB, Montreal, Canada"
2123,2008,9/30/08,17:27,9/30/08 17:27,4506,PAPINEAU,,MONT ROYAL,,PAPINEAU & MONT ROYAL,13,"4506 PAPINEAU , Montreal, Canada"
2124,2008,9/30/08,19:30,9/30/08 19:30,,DE MAISONNEUVE,O,WOOD,,WOOD & DE MAISONNEUVE,8,"WOOD & DE MAISONNEUVE, Montreal, Canada"
2125,2008,9/30/08,20:30,9/30/08 20:30,,D'IBERVILLE,,BEAUBIEN,,D'IBERVILLE & BEAUBIEN,1,"D'IBERVILLE & BEAUBIEN, Montreal, Canada"
2126,2008,10/1/08,8:50,10/1/08 8:50,,ST URBAIN,,BAGG,,ST URBAIN & BAGG,7,"ST URBAIN & BAGG, Montreal, Canada"
2127,2008,10/1/08,12:48,10/1/08 12:48,,HENRI JULIEN,,BEAUBIEN,,HENRI JULIEN & BEAUBIEN,1,"HENRI JULIEN & BEAUBIEN, Montreal, Canada"
2128,2008,10/1/08,21:35,10/1/08 21:35,,HENRI BOURASSA,E,LANGELIER,,LANGELIER & HENRI BOURASSA,1,"LANGELIER & HENRI BOURASSA, Montreal, Canada"
2129,2008,10/2/08,9:50,10/2/08 9:50,,JEANNE D'ARC,,RACHEL,,RACHEL & JEANNE D'ARC,6,"RACHEL & JEANNE D'ARC, Montreal, Canada"
2130,2008,10/2/08,12:00,10/2/08 12:00,,SHERBROOKE,,STANLEY,,STANLEY & SHERBROOKE,3,"STANLEY & SHERBROOKE, Montreal, Canada"
2131,2008,10/2/08,12:32,10/2/08 12:32,3484,DECARIE,,,,,1,"3484 DECARIE , Montreal, Canada"
2132,2008,10/3/08,16:45,10/3/08 16:45,,UNION,,SHERBROOKE,,UNION & SHERBROOKE,3,"UNION & SHERBROOKE, Montreal, Canada"
2133,2008,10/3/08,17:03,10/3/08 17:03,,DU PARC,,DULUTH,,DULUTH & DU PARC,7,"DULUTH & DU PARC, Montreal, Canada"
2134,2008,10/3/08,18:05,10/3/08 18:05,,RACHEL,,MOLSON,,RACHEL & MOLSON,5,"RACHEL & MOLSON, Montreal, Canada"
2135,2008,10/4/08,21:05,10/4/08 21:05,2172,MONT ROYAL,,PARTHENAIS,,PARTHENAIS & MONT ROYAL,3,"2172 MONT ROYAL , Montreal, Canada"
2136,2008,10/5/08,17:00,10/5/08 17:00,,LAURENTIEN,,PERINAULT,,PERINAULT & LAURENTIEN,1,"PERINAULT & LAURENTIEN, Montreal, Canada"
2137,2008,10/6/08,,10/6/08 0:00,,PIE IX,,ONTARIO,,PIE IX & ONTARIO,3,"PIE IX & ONTARIO, Montreal, Canada"
2138,2008,10/6/08,10:05,10/6/08 10:05,3450,MCTAVISH,,,,,1,"3450 MCTAVISH , Montreal, Canada"
2139,2008,10/6/08,15:07,10/6/08 15:07,,DE L'EGLISE,,ANGERS,,DE L'EGLISE & ANGERS,1,"DE L'EGLISE & ANGERS, Montreal, Canada"
2140,2008,10/6/08,16:40,10/6/08 16:40,,ST JACQUES,,MONTREAL TORONTO,,ST JACQUES & MONTREAL TORONTO,1,"ST JACQUES & MONTREAL TORONTO, Montreal, Canada"
2141,2008,10/6/08,17:30,10/6/08 17:30,,DE MAISONNEUVE,,ST DENIS,,ST DENIS & DE MAISONNEUVE,3,"ST DENIS & DE MAISONNEUVE, Montreal, Canada"
2142,2008,10/6/08,19:30,10/6/08 19:30,,COTE VERTU,,LEBEAU,,LEBEAU & COTE VERTU,1,"LEBEAU & COTE VERTU, Montreal, Canada"
2143,2008,10/7/08,,10/7/08 0:00,3700,STE CATHERINE,,,,,1,"3700 STE CATHERINE , Montreal, Canada"
2144,2008,10/7/08,8:06,10/7/08 8:06,,BELLECHASSE,,1RE AV,,BELLECHASSE & 1RE AV,1,"BELLECHASSE & 1RE AV, Montreal, Canada"
2145,2008,10/7/08,11:45,10/7/08 11:45,,ROLLAND,,BANNANTYNE,,ROLLAND & BANNANTYNE,1,"ROLLAND & BANNANTYNE, Montreal, Canada"
2146,2008,10/7/08,15:55,10/7/08 15:55,,MICHEL ANGE,,12E AV,,MICHEL ANGE & 12E AV,1,"MICHEL ANGE & 12E AV, Montreal, Canada"
2147,2008,10/7/08,16:15,10/7/08 16:15,,GOUIN,O,PIERREFONDS,,PIERREFONDS & GOUIN,2,"PIERREFONDS & GOUIN, Montreal, Canada"
2148,2008,10/8/08,19:15,10/8/08 19:15,,STE CATHERINE,O,METCALFE,,STE CATHERINE & METCALFE,2,"STE CATHERINE & METCALFE, Montreal, Canada"
2149,2008,10/9/08,6:49,10/9/08 6:49,,ST URBAIN,,BAGG,,ST URBAIN & BAGG,7,"ST URBAIN & BAGG, Montreal, Canada"
2150,2008,10/9/08,8:15,10/9/08 8:15,,LONG SAULT,,BRAZIER,,LONG SAULT & BRAZIER,1,"LONG SAULT & BRAZIER, Montreal, Canada"
2151,2008,10/10/08,0:27,10/10/08 0:27,,NOTRE DAME,,GAMBLE,,NOTRE DAME & GAMBLE,1,"NOTRE DAME & GAMBLE, Montreal, Canada"
2152,2008,10/10/08,8:15,10/10/08 8:15,15200,SHERBROOKE,,DAMIEN GAUTHIER,,SHERBROOKE & DAMIEN GAUTHIER,1,"15200 SHERBROOKE , Montreal, Canada"
2153,2008,10/10/08,10:35,10/10/08 10:35,,ST LAURENT,,FAIRMOUNT,O,ST LAURENT & FAIRMOUNT,3,"ST LAURENT & FAIRMOUNT, Montreal, Canada"
2154,2008,10/10/08,17:00,10/10/08 17:00,,SHERBROOKE,,BENNY,,SHERBROOKE & BENNY,3,"SHERBROOKE & BENNY, Montreal, Canada"
2155,2008,10/10/08,19:11,10/10/08 19:11,,GUY,,ARGYLE,,GUY & ARGYLE,2,"GUY & ARGYLE, Montreal, Canada"
2156,2008,10/11/08,9:44,10/11/08 9:44,,DE MAISONNEUVE,,DU FORT,,DU FORT & DE MAISONNEUVE,10,"DU FORT & DE MAISONNEUVE, Montreal, Canada"
2157,2008,10/11/08,14:00,10/11/08 14:00,,LUCERNE,,GOUIN,,LUCERNE & GOUIN,1,"LUCERNE & GOUIN, Montreal, Canada"
2158,2008,10/11/08,15:15,10/11/08 15:15,,ST JOSEPH,,18E AV,,ST JOSEPH & 18E AV,1,"ST JOSEPH & 18E AV, Montreal, Canada"
2159,2008,10/11/08,15:35,10/11/08 15:35,,ST JACQUES,O,WEST BROADWAY,,WEST BROADWAY & ST JACQUES,1,"WEST BROADWAY & ST JACQUES, Montreal, Canada"
2160,2008,10/11/08,16:15,10/11/08 16:15,,D'ARGENSON,,BUTLER,,D'ARGENSON & BUTLER,2,"D'ARGENSON & BUTLER, Montreal, Canada"
2161,2008,10/12/08,10:30,10/12/08 10:30,,JUMMYBROOKE,,SEVILLE,,SEVILLE & JUMMYBROOKE,1,"SEVILLE & JUMMYBROOKE, Montreal, Canada"
2162,2008,10/12/08,16:31,10/12/08 16:31,,41E RUE,,PAUL CORBEIL,,PAUL CORBEIL & 41E RUE,1,"PAUL CORBEIL & 41E RUE, Montreal, Canada"
2163,2008,10/14/08,10:12,10/14/08 10:12,,COTE ST LUC,,MONTGOMERY,,MONTGOMERY & COTE ST LUC,1,"MONTGOMERY & COTE ST LUC, Montreal, Canada"
2164,2008,10/14/08,15:30,10/14/08 15:30,,SELBY,,ROSE DE LIMA,,SELBY & ROSE DE LIMA,1,"SELBY & ROSE DE LIMA, Montreal, Canada"
2165,2008,10/14/08,18:20,10/14/08 18:20,,ST JEAN,,HYMUS,,ST JEAN & HYMUS,1,"ST JEAN & HYMUS, Montreal, Canada"
2166,2008,10/14/08,18:30,10/14/08 18:30,,ST URBAIN,,RACHEL,,ST URBAIN & RACHEL,2,"ST URBAIN & RACHEL, Montreal, Canada"
2167,2008,10/15/08,11:08,10/15/08 11:08,4391,PAPINEAU,,MARIE ANNE,,PAPINEAU & MARIE ANNE,2,"4391 PAPINEAU , Montreal, Canada"
2168,2008,10/15/08,14:05,10/15/08 14:05,,LASALLE,,WELLINGTON,,WELLINGTON & LASALLE,1,"WELLINGTON & LASALLE, Montreal, Canada"
2169,2008,10/15/08,18:46,10/15/08 18:46,,HENRI BOURASSA,,LAJEUNESSE,,LAJEUNESSE & HENRI BOURASSA,2,"LAJEUNESSE & HENRI BOURASSA, Montreal, Canada"
2170,2008,10/15/08,18:55,10/15/08 18:55,,RIVIERE DES PRAIRIES,,4E RUE,,RIVIERE DES PRAIRIES & 4E RUE,1,"RIVIERE DES PRAIRIES & 4E RUE, Montreal, Canada"
2171,2008,10/16/08,8:13,10/16/08 8:13,,DE NORMANVILLE,,TILLEMONT,,TILLEMONT & DE NORMANVILLE,1,"TILLEMONT & DE NORMANVILLE, Montreal, Canada"
2172,2008,10/16/08,10:15,10/16/08 10:15,,BERRI,,ONTARIO,,ONTARIO & BERRI,24,"ONTARIO & BERRI, Montreal, Canada"
2173,2008,10/17/08,7:32,10/17/08 7:32,,GOUNOD,,BERRI,,GOUNOD & BERRI,1,"GOUNOD & BERRI, Montreal, Canada"
2174,2008,10/17/08,8:10,10/17/08 8:10,,ST JACQUES,,RICHMOND,,ST JACQUES & RICHMOND,1,"ST JACQUES & RICHMOND, Montreal, Canada"
2175,2008,10/17/08,8:45,10/17/08 8:45,6560,JOSEPH RENAUD,,,,,1,"6560 JOSEPH RENAUD , Montreal, Canada"
2176,2008,10/17/08,11:05,10/17/08 11:05,,VILLENEUVE,O,CLARK,,VILLENEUVE & CLARK,1,"VILLENEUVE & CLARK, Montreal, Canada"
2177,2008,10/17/08,17:54,10/17/08 17:54,,ST DENIS,,LAURIER,,ST DENIS & LAURIER,6,"ST DENIS & LAURIER, Montreal, Canada"
2178,2008,10/18/08,1:39,10/18/08 1:39,,MONT ROYAL,,FULLUM,,MONT ROYAL & FULLUM,1,"MONT ROYAL & FULLUM, Montreal, Canada"
2179,2008,10/18/08,17:40,10/18/08 17:40,,CHAMPCHEVRIER,,METROPOLITAIN,,METROPOLITAIN & CHAMPCHEVRIER,1,"METROPOLITAIN & CHAMPCHEVRIER, Montreal, Canada"
2180,2008,10/20/08,16:15,10/20/08 16:15,,JARRY,,VIAU,,VIAU & JARRY,1,"VIAU & JARRY, Montreal, Canada"
2181,2008,10/21/08,,10/21/08 0:00,,AUTOROUTE 20,O,ST JACQUES,,ST JACQUES & AUTOROUTE 20,1,"ST JACQUES & AUTOROUTE 20, Montreal, Canada"
2182,2008,10/22/08,5:45,10/22/08 5:45,,ST DENIS,,ST ZOTIQUE,,ST ZOTIQUE & ST DENIS,3,"ST ZOTIQUE & ST DENIS, Montreal, Canada"
2183,2008,10/22/08,8:25,10/22/08 8:25,,ST URBAIN,,BAGG,,ST URBAIN & BAGG,7,"ST URBAIN & BAGG, Montreal, Canada"
2184,2008,10/22/08,12:00,10/22/08 12:00,,MONT ROYAL,,RIVARD,,RIVARD & MONT ROYAL,2,"RIVARD & MONT ROYAL, Montreal, Canada"
2185,2008,10/22/08,18:39,10/22/08 18:39,,DE MAISONNEUVE,,DE LA MONTAGNE,,DE MAISONNEUVE & DE LA MONTAGNE,3,"DE MAISONNEUVE & DE LA MONTAGNE, Montreal, Canada"
2186,2008,10/23/08,14:15,10/23/08 14:15,,MILTON,,AYLMER,,MILTON & AYLMER,3,"MILTON & AYLMER, Montreal, Canada"
2187,2008,10/23/08,17:07,10/23/08 17:07,,FAIRMOUNT,,ST URBAIN,,ST URBAIN & FAIRMOUNT,1,"ST URBAIN & FAIRMOUNT, Montreal, Canada"
2188,2008,10/23/08,17:20,10/23/08 17:20,,CHARLEROI,,ST JULIEN,,ST JULIEN & CHARLEROI,1,"ST JULIEN & CHARLEROI, Montreal, Canada"
2189,2008,10/23/08,21:30,10/23/08 21:30,,SHERBROOKE,,ST MATHIEU,,ST MATHIEU & SHERBROOKE,1,"ST MATHIEU & SHERBROOKE, Montreal, Canada"
2190,2008,10/24/08,11:44,10/24/08 11:44,7100,JEAN TALON,,DES HALLES,,JEAN TALON & DES HALLES,4,"7100 JEAN TALON , Montreal, Canada"
2191,2008,10/24/08,13:40,10/24/08 13:40,,PAPINEAU,,FLEURIMONT,,PAPINEAU & FLEURIMONT,2,"PAPINEAU & FLEURIMONT, Montreal, Canada"
2192,2008,10/24/08,14:30,10/24/08 14:30,,ST DENIS,,RACHEL,,ST DENIS & RACHEL,9,"ST DENIS & RACHEL, Montreal, Canada"
2193,2008,10/24/08,15:10,10/24/08 15:10,,ST LAURENT,,BEAUBIEN,,ST LAURENT & BEAUBIEN,2,"ST LAURENT & BEAUBIEN, Montreal, Canada"
2194,2008,10/24/08,17:00,10/24/08 17:00,,WINTON,,MORRISON,,WINTON & MORRISON,1,"WINTON & MORRISON, Montreal, Canada"
2195,2008,10/24/08,17:45,10/24/08 17:45,,ST DENIS,,RENE LEVESQUE,,ST DENIS & RENE LEVESQUE,2,"ST DENIS & RENE LEVESQUE, Montreal, Canada"
2196,2008,10/24/08,23:15,10/24/08 23:15,,DES PINS,,CLARK,,DES PINS & CLARK,3,"DES PINS & CLARK, Montreal, Canada"
2197,2008,10/25/08,19:25,10/25/08 19:25,,CHRISTOPHE COLOMB,,JARRY,,JARRY & CHRISTOPHE COLOMB,12,"JARRY & CHRISTOPHE COLOMB, Montreal, Canada"
2198,2008,10/27/08,17:20,10/27/08 17:20,,RENE LEVESQUE,,ST URBAIN,,ST URBAIN & RENE LEVESQUE,4,"ST URBAIN & RENE LEVESQUE, Montreal, Canada"
2199,2008,10/28/08,13:55,10/28/08 13:55,,ST URBAIN,,DE MAISONNEUVE,,ST URBAIN & DE MAISONNEUVE,7,"ST URBAIN & DE MAISONNEUVE, Montreal, Canada"
2200,2008,10/28/08,19:45,10/28/08 19:45,,DEZERY,,ONTARIO,,ONTARIO & DEZERY,3,"ONTARIO & DEZERY, Montreal, Canada"
2201,2008,10/29/08,7:55,10/29/08 7:55,,CHRISTOPHE COLOMB,,FLEURY,,FLEURY & CHRISTOPHE COLOMB,4,"FLEURY & CHRISTOPHE COLOMB, Montreal, Canada"
2202,2008,10/29/08,8:30,10/29/08 8:30,3459,SHERBROOKE,,CUVILLIER,,SHERBROOKE & CUVILLIER,1,"3459 SHERBROOKE , Montreal, Canada"
2203,2008,10/31/08,9:10,10/31/08 9:10,,SHERBROOKE,O,MCGILL COLLEGE,,SHERBROOKE & MCGILL COLLEGE,6,"SHERBROOKE & MCGILL COLLEGE, Montreal, Canada"
2204,2008,10/31/08,16:20,10/31/08 16:20,,JEANNE D'ARC,,STE CATHERINE,,STE CATHERINE & JEANNE D'ARC,2,"STE CATHERINE & JEANNE D'ARC, Montreal, Canada"
2205,2008,10/31/08,16:27,10/31/08 16:27,4143,ST DENIS,,RACHEL,,ST DENIS & RACHEL,9,"4143 ST DENIS , Montreal, Canada"
2206,2008,10/31/08,17:15,10/31/08 17:15,,ST DENIS,,ROSEMONT,,ST DENIS & ROSEMONT,4,"ST DENIS & ROSEMONT, Montreal, Canada"
2207,2008,10/31/08,17:21,10/31/08 17:21,,KENSINGTON,,SHERBROOKE,,SHERBROOKE & KENSINGTON,3,"SHERBROOKE & KENSINGTON, Montreal, Canada"
2208,2008,11/1/08,12:05,11/1/08 12:05,,RENAUDE LAPOINTE,,BECLARD,,RENAUDE LAPOINTE & BECLARD,1,"RENAUDE LAPOINTE & BECLARD, Montreal, Canada"
2209,2008,11/3/08,12:00,11/3/08 12:00,6503,BEAUBIEN,,LANGELIER,,LANGELIER & BEAUBIEN,3,"6503 BEAUBIEN , Montreal, Canada"
2210,2008,11/4/08,15:05,11/4/08 15:05,,FRONTENAC,,RACHEL,,RACHEL & FRONTENAC,7,"RACHEL & FRONTENAC, Montreal, Canada"
2211,2008,11/4/08,18:12,11/4/08 18:12,,COTE STE CATHERINE,,ROCKLAND,,ROCKLAND & COTE STE CATHERINE,2,"ROCKLAND & COTE STE CATHERINE, Montreal, Canada"
2212,2008,11/4/08,20:53,11/4/08 20:53,,DE LORIMIER,,DE MAISONNEUVE,,DE MAISONNEUVE & DE LORIMIER,1,"DE MAISONNEUVE & DE LORIMIER, Montreal, Canada"
2213,2008,11/5/08,5:50,11/5/08 5:50,,GAGNON,,COTE DE LIESSE,,GAGNON & COTE DE LIESSE,1,"GAGNON & COTE DE LIESSE, Montreal, Canada"
2214,2008,11/5/08,15:44,11/5/08 15:44,,HONORE BEAUGRAND,,GUSTAVE BLEAU,,HONORE BEAUGRAND & GUSTAVE BLEAU,2,"HONORE BEAUGRAND & GUSTAVE BLEAU, Montreal, Canada"
2215,2008,11/5/08,16:48,11/5/08 16:48,,JOSEPH RENAUD,,CHATILLON,,JOSEPH RENAUD & CHATILLON,1,"JOSEPH RENAUD & CHATILLON, Montreal, Canada"
2216,2008,11/5/08,17:00,11/5/08 17:00,,DE MAISONNEUVE,,ST TIMOTHEE,,ST TIMOTHEE & DE MAISONNEUVE,2,"ST TIMOTHEE & DE MAISONNEUVE, Montreal, Canada"
2217,2008,11/6/08,8:29,11/6/08 8:29,,EARNSCLIFF,,SNOWDON,,SNOWDON & EARNSCLIFF,1,"SNOWDON & EARNSCLIFF, Montreal, Canada"
2218,2008,11/6/08,14:30,11/6/08 14:30,,COTE DES NEIGES,,VAN HORNE,,VAN HORNE & COTE DES NEIGES,2,"VAN HORNE & COTE DES NEIGES, Montreal, Canada"
2219,2008,11/6/08,19:30,11/6/08 19:30,,PORT ROYAL,,DE LILLE,,PORT ROYAL & DE LILLE,1,"PORT ROYAL & DE LILLE, Montreal, Canada"
2220,2008,11/6/08,23:30,11/6/08 23:30,,SHERBROOKE,,REDPATH,,SHERBROOKE & REDPATH,1,"SHERBROOKE & REDPATH, Montreal, Canada"
2221,2008,11/7/08,,11/7/08 0:00,,JARRY,,19E AV,,JARRY & 19E AV,1,"JARRY & 19E AV, Montreal, Canada"
2222,2008,11/7/08,17:25,11/7/08 17:25,,RACHEL,,IBERVILLE,,RACHEL & IBERVILLE,1,"RACHEL & IBERVILLE, Montreal, Canada"
2223,2008,11/7/08,17:52,11/7/08 17:52,,DE MAISONNEUVE,,ST DOMINIQUE,,ST DOMINIQUE & DE MAISONNEUVE,6,"ST DOMINIQUE & DE MAISONNEUVE, Montreal, Canada"
2224,2008,11/8/08,21:25,11/8/08 21:25,5706,SHERBROOKE,,DICKSON,,SHERBROOKE & DICKSON,3,"5706 SHERBROOKE , Montreal, Canada"
2225,2008,11/9/08,17:28,11/9/08 17:28,,RIVERSIDE,,MILL,,RIVERSIDE & MILL,2,"RIVERSIDE & MILL, Montreal, Canada"
2226,2008,11/10/08,9:22,11/10/08 9:22,,DES PINS,,ST URBAIN,,ST URBAIN & DES PINS,3,"ST URBAIN & DES PINS, Montreal, Canada"
2227,2008,11/10/08,9:23,11/10/08 9:23,,FLEET,,NETHERWOOD,,NETHERWOOD & FLEET,1,"NETHERWOOD & FLEET, Montreal, Canada"
2228,2008,11/10/08,11:30,11/10/08 11:30,440,32E AV,,REMEMBRANCE,,REMEMBRANCE & 32E AV,1,"440 32E AV , Montreal, Canada"
2229,2008,11/10/08,15:45,11/10/08 15:45,,GOUIN,,JEANNE MANCE,,JEANNE MANCE & GOUIN,2,"JEANNE MANCE & GOUIN, Montreal, Canada"
2230,2008,11/10/08,18:29,11/10/08 18:29,,VAN HORNE,,HUTCHISON,,VAN HORNE & HUTCHISON,3,"VAN HORNE & HUTCHISON, Montreal, Canada"
2231,2008,11/10/08,22:05,11/10/08 22:05,,COTE VERTU,,STE CROIX,,STE CROIX & COTE VERTU,1,"STE CROIX & COTE VERTU, Montreal, Canada"
2232,2008,11/11/08,13:51,11/11/08 13:51,4574,DU PARC,,BERUBE,,DU PARC & BERUBE,2,"4574 DU PARC , Montreal, Canada"
2233,2008,11/11/08,14:10,11/11/08 14:10,,SHERBROOKE,O,DU PARC,,SHERBROOKE & DU PARC,2,"SHERBROOKE & DU PARC, Montreal, Canada"
2234,2008,11/11/08,16:10,11/11/08 16:10,,PIE IX,,PIERRE DE COUBERTIN,,PIERRE DE COUBERTIN & PIE IX,2,"PIERRE DE COUBERTIN & PIE IX, Montreal, Canada"
2235,2008,11/12/08,18:15,11/12/08 18:15,,STE CATHERINE,,PREFONTAINE,,STE CATHERINE & PREFONTAINE,1,"STE CATHERINE & PREFONTAINE, Montreal, Canada"
2236,2008,11/13/08,17:20,11/13/08 17:20,,ALPHONSE D ROY,,STE CATHERINE,,STE CATHERINE & ALPHONSE D ROY,3,"STE CATHERINE & ALPHONSE D ROY, Montreal, Canada"
2237,2008,11/14/08,,11/14/08 0:00,,DE ROUEN,,JOLIETTE,,JOLIETTE & DE ROUEN,1,"JOLIETTE & DE ROUEN, Montreal, Canada"
2238,2008,11/14/08,8:45,11/14/08 8:45,87,ONTARIO,E,ST URBAIN,,ST URBAIN & ONTARIO,2,"87 ONTARIO E, Montreal, Canada"
2239,2008,11/15/08,2:19,11/15/08 2:19,,VILLENEUVE,O,JEANNE MANCE,,VILLENEUVE & JEANNE MANCE,1,"VILLENEUVE & JEANNE MANCE, Montreal, Canada"
2240,2008,11/15/08,15:45,11/15/08 15:45,,ROSEMONT,,21E AV,,ROSEMONT & 21E AV,1,"ROSEMONT & 21E AV, Montreal, Canada"
2241,2008,11/15/08,16:20,11/15/08 16:20,,GILBERTE DUBE,,WELLINGTON,,WELLINGTON & GILBERTE DUBE,11,"WELLINGTON & GILBERTE DUBE, Montreal, Canada"
2242,2008,11/15/08,17:33,11/15/08 17:33,,29E AV,,ST ZOTIQUE,,ST ZOTIQUE & 29E AV,2,"ST ZOTIQUE & 29E AV, Montreal, Canada"
2243,2008,11/17/08,0:40,11/17/08 0:40,,ST URBAIN,,RENE LEVESQUE,,ST URBAIN & RENE LEVESQUE,4,"ST URBAIN & RENE LEVESQUE, Montreal, Canada"
2244,2008,11/17/08,0:40,11/17/08 0:40,,ST URBAIN,,RENE LEVESQUE,,ST URBAIN & RENE LEVESQUE,4,"ST URBAIN & RENE LEVESQUE, Montreal, Canada"
2245,2008,11/17/08,13:30,11/17/08 13:30,,GROSVERNOR,,THE BOULEVARD,,THE BOULEVARD & GROSVERNOR,1,"THE BOULEVARD & GROSVERNOR, Montreal, Canada"
2246,2008,11/18/08,6:45,11/18/08 6:45,,PIERRE DE COUBERTIN,,JEANNE D'ARC,,PIERRE DE COUBERTIN & JEANNE D'ARC,1,"PIERRE DE COUBERTIN & JEANNE D'ARC, Montreal, Canada"
2247,2008,11/19/08,15:20,11/19/08 15:20,2525,CENTRE,,ROPERY,,ROPERY & CENTRE,2,"2525 CENTRE , Montreal, Canada"
